iter,Ik_loi1,Ik_loi2,Ik_loi3
1,0.1222923144517653,0.12240566992558413,0.1224613271983982
2,30568866.69058422,0.09236248653789748,0.1413767030847831
3,30568866.691223603,0.5130916872236628,0.40967122980171167
4,0.17757383617612055,3.022325720351088,0.09703733564218979
5,0.009632461421086055,3.2000215120013054,0.04258940712305924
6,0.010880179888616854,0.9905185558561006,0.01608832117498
7,0.009908821750976916,0.06861790659189865,0.004750794055931016
8,0.007825549640188093,0.002986437954096062,0.0011083613558894431
